procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 31589440   2936 118604    0    0  3025  3680   18   20 16  5 55 24  0
 6 12      0 31281392   2936 128076    0    0 291616  2425 43323 97570 24  8 25 43  0
 2 15      0 31214244   2936 130140    0    0 33828  1503 35516 73445 15  4 37 44  0
 1 13      0 31153732   2936 132020    0    0 32224  1532 33944 72642 15  3 37 44  0
 2 12      0 31094892   2936 133088    0    0 30184  1608 35595 76137 16  4 34 46  0
 4 12      0 31037604   2936 134672    0    0 29004  1631 36737 79300 15  3 35 46  0
 0 14      0 30981616   2936 136292    0    0 27852  1660 38300 82675 17  4 32 47  0
 3 14      0 30927428   2936 137972    0    0 27244  1703 39581 85627 17  4 26 52  0
 4  9      0 30871564   2936 139756    0    0 26528  1741 41689 90810 17  5 27 51  0
 4 12      0 30818368   2936 141940    0    0 26776  1771 42103 92518 16  6 28 50  0
 2  9      0 30762628   2936 143336    0    0 26428  1795 38714 84165 18  4 28 50  0
 2 11      0 30708564   2936 145140    0    0 26072  1726 38981 85930 18  4 31 48  0
 2 11      0 30653072   2936 147404    0    0 25856  1814 43468 94395 18  5 27 49  0
 0 10      0 30597332   2936 148832    0    0 25552  1839 48064 106562 19  6 30 45  0
 1 15      0 30544508   2936 150732    0    0 25808  1828 43915 96575 18  6 29 47  0
 2 14      0 30488520   2936 153032    0    0 25996  1887 43066 94093 19  5 27 49  0
 0 10      0 30435820   2936 154560    0    0 25436  1842 44456 97314 19  6 29 46  0
 2 14      0 30379832   2936 156536    0    0 25648  1911 45132 99724 19  5 28 48  0
 1 14      0 30324340   2936 158488    0    0 25716  1823 44022 97016 19  5 28 48  0
 3 11      0 30270648   2936 160864    0    0 25612  1950 47330 105770 21  6 26 47  0
 2 12      0 30214288   2936 162880    0    0 25624  1852 46200 101739 20  7 25 48  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 10      0 30159540   2936 164424    0    0 25568  1960 47431 105811 21  5 28 46  0
 4  7      0 30107956   2936 166876    0    0 24900  2993 44452 98018 20  5 29 46  0
 4  7      0 30052464   2936 169296    0    0 25440  1900 42660 93743 19  5 29 46  0
 1 14      0 29999268   2988 170828    0    0 25884  1897 45484 100127 20  5 25 50  0
 4 12      0 29943404   2988 173196    0    0 25660  1913 43736 96308 20  5 27 48  0
 1 12      0 29888284   2988 174828    0    0 25264  1973 47059 103562 21  6 28 46  0
 3  8      0 29836700   2988 176880    0    0 24880 22979 41569 91424 18  4 30 48  0
 0 16      0 29781456   2988 179032    0    0 25304  1968 45820 101106 20  5 25 49  0
 1 11      0 29726460   2988 181060    0    0 25440  1898 43617 96616 20  5 27 48  0
 3  7      0 29673760   2988 183160    0    0 24756  1989 49139 108369 22  5 27 46  0
 3  9      0 29618144   2988 185232    0    0 25076  1979 47054 103409 20  6 25 49  0
 1  9      0 29562900   2988 187344    0    0 24912  6483 46606 104225 20  6 27 47  0
 1  8      0 29510076   2988 188964    0    0 25260  1943 46114 102187 21  6 26 48  0
 3  9      0 29454832   2996 191860    0    0 25348  1966 48967 108831 22  5 27 47  0
 2  8      0 29399960   2996 193904    0    0 25372  1984 47451 105628 21  6 25 49  0
 6  9      0 29346640   2996 196032    0    0 25196  1975 50315 111000 23  5 24 48  0
 1 12      0 29291768   2996 198228    0    0 25296  2052 48909 108521 22  6 26 46  0
 3 11      0 29235532   2996 199976    0    0 24768  2000 43154 94570 20  6 29 45  0
 2  8      0 29183328   2996 202132    0    0 24880  2016 45648 101162 19  6 29 47  0
 9  7      0 29127092   2996 204268    0    0 25140  2004 50155 110787 23  6 24 47  0
 2 11      0 29072468   2996 206892    0    0 24868  1972 49133 109548 21  7 26 45  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 12      0 29018528   2996 209092    0    0 25068  2098 53667 119380 25  6 21 48  0
 2 13      0 28963904   2996 211392    0    0 24944  2107 49073 108359 22  6 22 49  0
