procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 232948   2956 30997524    0    0  4307  6768  217  166  5  3 45 47  0
 0 16      0 208244   2956 30851392    0    0 99549 43163 23137 38490 12  5 52 31  0
 1 12      0 211156   2956 30799836    0    0 44016 34199 11435 18805  5  3 48 44  0
 0 11      0 216444   2956 30748556    0    0 43568 46263 14975 24679  5  3 23 69  0
 1 14      0 234956   2956 30675664    0    0 43616 46189 14575 23925  5  3 22 70  0
 0 15      0 221396   2960 30642756    0    0 45348 18537 13361 21294  5  3 20 72  0
 0 14      0 221032   2960 30596528    0    0 43920 41195 16826 29121  6  3 13 78  0
 0 14      0 236192   2960 30536892    0    0 42800 54508 15521 25902  5  3 17 75  0
 0 15      0 244216   2960 30477220    0    0 44736 29872 15961 27065  5  3 17 75  0
 0 16      0 267364   2960 30410808    0    0 42848 29080 14142 23720  5  3 18 75  0
 2 13      0 295508   2968 30338380    0    0 42496 41058 16043 28635  5  3 19 74  0
 0 15      0 309612   2968 30284980    0    0 43040 32574 15554 26800  5  2 25 68  0
 1 15      0 307484   2968 30239716    0    0 42928 36518 13816 22787  4  3 25 68  0
 0 12      0 309884   2968 30194388    0    0 42400 43776 15549 27084  5  3 17 75  0
 1 11      0 311292   2968 30148572    0    0 42912 35804 12898 21137  4  3  6 87  0
 1 15      0 310036   2968 30103536    0    0 42928 36611 13104 21566  4  3 14 79  0
 0 12      0 310476   2968 30058368    0    0 42864 38460 14903 25370  4  3 22 71  0
 0 14      0 308128   2968 30012676    0    0 42672 38583 14135 24571  4  2 11 83  0
 1 15      0 310760   2968 29967972    0    0 42672 40427 15712 28044  4  3 23 70  0
 0 16      0 310084   2968 29922832    0    0 43424 31959 12463 20200  4  3  8 86  0
 0 14      0 299660   2968 29890820    0    0 42544 44481 15523 27375  5  2 16 77  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 13      0 311484   2968 29839312    0    0 42320 42692 16396 28932  5  3 24 68  0
 1 11      0 311616   2968 29794168    0    0 41776 54593 15048 25913  3  2 17 77  0
 2 14      0 312048   2968 29750124    0    0 42928 36436 15096 25930  3  3 12 82  0
 0 15      0 312804   2968 29699152    0    0 42160 48755 14964 26278  3  3 12 82  0
 0 16      0 312260   2968 29654836    0    0 43456 32183 15899 28279  3  2 20 75  0
 0 14      0 305972   2968 29622304    0    0 42272 48448 15205 26514  3  2 22 73  0
 0 12      0 311092   2968 29565276    0    0 42784 37517 13871 23602  2  2 10 86  0
 1 12      0 311240   2968 29520992    0    0 42256 45621 15815 28299  3  2 13 82  0
 1 15      0 309368   2968 29476544    0    0 42976 34297 14337 25115  3  2  7 88  0
 0 15      0 308776   2968 29438852    0    0 43664 26073 11990 19332  2  2  5 91  0
 0 15      0 312028   2968 29388704    0    0 43408 34144 14490 24918  2  3 16 79  0
 1 15      0 311000   2968 29344096    0    0 41888 52502 16792 30011  3  3  8 86  0
 0 14      0 309388   2968 29294056    0    0 42880 40082 15374 26720  3  2  9 86  0
 1 15      0 308448   3104 29256700    0    0 43004 37866 15425 27276  2  2 23 73  0
 1 13      0 311620   3104 29205908    0    0 43056 37899 14045 24044  2  3 16 79  0
 0 16      0 309540   3104 29162176    0    0 43040 35985 16306 29385  2  3 14 81  0
 0 15      0 308852   3104 29118588    0    0 43040 39863 16034 28790  3  2 19 76  0
 0 15      0 310640   3104 29068804    0    0 42560 40026 14191 24197  3  3 12 82  0
 0 16      0 308544   3104 29031708    0    0 39552 46264 12948 21850  3  2 15 81  0
 0 13      0 308500   3112 28994360    0    0 38512 59242 16061 28823  3  3 12 82  0
 2 12      0 311600   3112 28944720    0    0 40512 37861 13952 23984  3  2 11 84  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 13      0 308712   3112 28907568    0    0 39296 49485 13281 22790  3  3 12 82  0
 0 16      0 309988   3112 28864548    0    0 40288 40507 15727 28210  4  3 16 77  0
 1 15      0 309520   3112 28827464    0    0 40208 44350 13525 23031  4  3 12 82  0
 1 14      0 309508   3112 28784224    0    0 40768 44809 13921 24189  4  3 13 80  0
 0 16      0 310572   3112 28741188    0    0 39632 53600 17978 32734  5  3 13 78  0
 0 16      0 310204   3112 28704364    0    0 39424 50346 15238 26876  5  4  6 85  0
 0 11      0 310884   3112 28661800    0    0 40080 44987 15827 28205  6  4 14 76  0
 0 16      0 310856   3112 28619052    0    0 40592 34377 15957 28551  6  3 13 79  0
 1 14      0 307700   3112 28576596    0    0 41440 28647 14702 25561  5  3 10 81  0
 0 15      0 308768   3112 28533248    0    0 39616 56997 16436 29129  6  4 15 75  0
