procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 31588996   2704 118320    0    0  2975  3200   34    5 16  5 57 21  0
 8  9      0 31305560   2704 129004    0    0 249388  2007 39577 85707 21  8 32 39  0
 0 12      0 31232952   2704 130108    0    0 35344  1202 29278 59895 11  4 51 34  0
 2 14      0 31180004   2704 131224    0    0 28528  1242 30608 65238 11  4 48 38  0
 0 14      0 31129100   2704 132448    0    0 25712  1264 29237 61648 11  3 45 41  0
 3  9      0 31082352   2704 133700    0    0 24744  1292 29915 62856 11  2 34 52  0
 2 12      0 31034796   2704 134996    0    0 23372  1352 30625 64248 11  3 21 65  0
 2  8      0 30990404   2704 136352    0    0 22596  1445 31978 67327 11  3 25 60  0
 0 15      0 30945020   2704 137808    0    0 22808  1994 32899 70008 13  4 22 61  0
 1  8      0 30898952   2712 139196    0    0 22392  1490 36199 77944 13  4 20 62  0
 1 13      0 30854188   2712 140668    0    0 22124  1445 36219 77317 15  4 19 62  0
 0 15      0 30807252   2712 142124    0    0 22296  1467 36178 76890 16  4 19 61  0
 2  8      0 30763108   2712 143616    0    0 21908  1478 33701 70773 14  5 21 60  0
 1 12      0 30716328   2712 145084    0    0 21300  9005 34614 73663 15  4 22 59  0
 1 11      0 30671812   2712 146648    0    0 21648  1522 37895 81449 17  4 22 57  0
 0 15      0 30625620   2712 148184    0    0 21544  1528 39245 84786 16  4 24 56  0
 3 10      0 30581104   2712 149896    0    0 21188  1578 36814 80355 16  3 28 53  0
 0 14      0 30534044   2756 151392    0    0 21428  1511 37432 80741 17  3 28 52  0
 3  9      0 30489776   2756 153048    0    0 21420  1613 37278 80826 16  4 25 55  0
 3 13      0 30443212   2756 154664    0    0 21652  1582 35332 76098 14  5 27 54  0
10  5      0 30400060   2756 156332    0    0 20500  1520 35142 77769 15  4 28 52  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  9      0 30352876   2756 157896    0    0 21776  1587 38511 84560 16  4 28 51  0
 2 11      0 30308484   2756 159524    0    0 21460  1548 36596 79436 14  3 28 55  0
 3 14      0 30262788   2756 161208    0    0 21600  1588 40991 90001 16  4 28 52  0
 0 15      0 30217404   2756 162764    0    0 21044  1592 36836 80428 14  4 30 51  0
 2 13      0 30165500   2756 164364    0    0 21408  1644 36827 81083 15  4 25 56  0
 2 14      0 30121976   2756 166088    0    0 21000  1601 38080 82331 16  5 25 54  0
 0 14      0 30075784   2756 167756    0    0 21216  1587 35137 76291 16  5 27 53  0
 1 12      0 30032260   2756 169428    0    0 21216  1600 37961 82970 17  6 26 51  0
 1  8      0 29986068   2756 171140    0    0 20872  1608 37436 81751 15  5 30 50  0
 2  7      0 29938884   2756 172764    0    0 21188  1605 38947 86243 17  4 28 50  0
 1  9      0 29894120   2756 174520    0    0 21364  1634 38346 84729 17  4 29 49  0
 3  9      0 29850596   2756 176284    0    0 21088  1633 39272 85545 17  4 28 51  0
 3 11      0 29802420   2760 177964    0    0 21136  1640 38751 85721 17  4 27 51  0
 4  9      0 29758152   2760 179712    0    0 20988  1684 37070 81918 17  3 28 52  0
 1 10      0 29708912   2760 181444    0    0 21108  1593 37419 81447 15  4 29 52  0
 6  9      0 29665016   2760 183092    0    0 21364  1555 36126 78257 13  4 30 52  0
 6  8      0 29618080   2760 184828    0    0 20784  1695 39526 86560 16  4 28 52  0
 5 10      0 29573812   2760 186556    0    0 21120  1598 39209 85811 16  4 30 51  0
 2  5      0 29527992   2760 188284    0    0 20844  1655 39573 86901 16  4 27 53  0
 2 14      0 29483104   2768 190048    0    0 21440  1595 40036 88854 16  4 29 51  0
 1 10      0 29437408   2768 191772    0    0 20820  1658 38968 86317 16  4 27 53  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 13      0 29393264   2768 193488    0    0 21372  1624 39423 87505 16  4 28 51  0
 1  7      0 29347320   2768 195280    0    0 20016 23408 40061 88077 18  5 29 48  0
 1 13      0 29301748   2768 197120    0    0 21064  1667 40048 87924 18  6 27 49  0
 5  8      0 29256352   2768 198972    0    0 20832  1740 37648 83039 18  6 27 49  0
 0 10      0 29210408   2768 200788    0    0 21052  1708 40484 89339 19  5 23 53  0
 1 12      0 29165520   2768 202548    0    0 21012  1651 41851 92496 19  6 26 49  0
 3  9      0 29119824   2768 204332    0    0 20528  5532 36477 79671 17  4 28 51  0
 1 14      0 29073632   2768 206192    0    0 20884  1707 37290 82321 18  4 28 50  0
 1 13      0 29028124   2768 207980    0    0 20580  1709 40785 89831 18  5 23 55  0
 1  9      0 28982428   2768 209808    0    0 20628  1673 39989 87545 17  4 27 52  0
 0 11      0 28938284   2768 211628    0    0 20896  1686 39275 86027 16  4 25 54  0
 2  9      0 28891348   2768 213504    0    0 20828  1726 40615 89650 15  5 29 52  0
 1  8      0 28849452   2768 215324    0    0 21028  1687 38180 84406 16  3 28 52  0
 2 10      0 28801260   2768 217076    0    0 20992  1726 41489 92607 18  4 27 51  0
 5 10      0 28755812   2768 218956    0    0 20568  1722 41788 92925 17  4 28 50  0
 0 10      0 28712164   2768 220744    0    0 21008  1689 39546 87609 16  5 27 52  0
 3 14      0 28665228   2768 222680    0    0 20704  1796 39556 87295 18  4 27 51  0
 0  9      0 28621952   2768 224544    0    0 20844  1761 41763 92068 18  5 25 52  0
 0  9      0 28576568   2768 226564    0    0 20820  1814 38098 84015 18  5 26 51  0
 1 11      0 28529136   2768 228472    0    0 20844  1758 45516 100015 22  6 22 51  0
 3 11      0 28485364   2768 230364    0    0 20676  1778 44305 98159 21  5 21 53  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  7      0 28439296   2768 232240    0    0 20740  1784 39711 87935 18  5 26 51  0
 1 14      0 28395648   2768 234184    0    0 20604  1777 44188 99178 20  5 24 51  0
 0 15      0 28349564   2768 236072    0    0 20652  1749 37698 82649 18  4 25 52  0
 1  9      0 28303000   2768 237944    0    0 20500  1780 40447 89107 20  4 23 53  0
 3  6      0 28258856   2768 239872    0    0 20548  1802 42037 92325 19  4 22 55  0
 3 13      0 28212664   2772 241800    0    0 20516  1762 43930 96645 19  6 23 53  0
 3 10      0 28168396   2772 243740    0    0 20852  1740 39168 86402 16  5 26 52  0
 0 16      0 28122204   2780 245652    0    0 20956  1777 40528 89012 17  4 30 49  0
 4 11      0 28076880   2780 247576    0    0 20852  1779 41859 92912 17  4 26 52  0
 4 10      0 28032364   2780 249488    0    0 20764  1789 44714 99827 17  5 26 53  0
 1 10      0 27985428   2780 251500    0    0 20500  1823 44575 99385 18  5 24 53  0
 1  6      0 27941408   2780 253416    0    0 20400  1825 46054 103327 20  4 26 50  0
 1 10      0 27895200   2780 255432    0    0 20416  1812 42727 94821 18  6 24 52  0
 3  8      0 27850124   2780 257392    0    0 21036  1796 40341 89406 18  5 28 49  0
 1 12      0 27806104   2780 259376    0    0 20320  1838 44879 100070 22  6 22 51  0
 4 10      0 27762020   2780 261280    0    0 19816 26379 42596 94654 19  7 25 48  0
 0 10      0 27715084   2780 263276    0    0 20472  2405 42956 96586 20  5 28 46  0
 3 10      0 27671684   2780 265312    0    0 20396  1788 42955 95482 20  6 24 50  0
 2 10      0 27624872   2780 267320    0    0 20364  1820 41937 94025 20  6 25 49  0
 1 14      0 27580480   2780 269280    0    0 20500  1797 41861 93721 19  4 29 47  0
 3  9      0 27534908   2780 271268    0    0 20480  1791 44963 100824 20  5 31 44  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  9      0 27489212   2780 273272    0    0 20372  1815 46582 105093 23  5 29 43  0
 2 12      0 27445052   2780 275316    0    0 20388  1850 45512 101403 21  5 26 49  0
 2  9      0 27398676   2780 277360    0    0 20280  1950 42937 96511 19  5 30 46  0
 4  9      0 27352360   2780 279396    0    0 20160  1845 43884 98829 19  5 26 50  0
 0  9      0 27308712   2780 281424    0    0 20764  1794 39651 89678 17  4 33 46  0
 2 12      0 27261900   2780 283456    0    0 20620  1865 45057 100607 19  5 28 47  0
 1 12      0 27215584   2780 285476    0    0 20324  1809 42254 95226 19  4 30 47  0
 3  6      0 27172680   2780 287512    0    0 20264  1866 46127 102837 20  5 27 48  0
 1  9      0 27126488   2780 289600    0    0 20012  1908 41319 91721 20  5 24 51  0
 3  7      0 27079676   2780 291668    0    0 20132  1905 44460 99208 23  5 28 44  0
 2  9      0 27035904   2780 293808    0    0 20408  1815 40412 90617 19  5 33 43  0
 2 11      0 26989944   2780 295840    0    0 20256  1911 40641 90596 19  6 31 44  0
