procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 302772   2904 29708656    0    0  2664  2848   18    2 14  4 60 21  0
 0 15      0 312076   2904 29511896    0    0 113373 59631 29751 50840 12  8 44 36  0
 2 13      0 311184   2904 29454652    0    0 53488 38062 14307 25151  3  4 45 47  0
 0 16      0 312792   2904 29397228    0    0 53680 34019 17351 29639  4  5 18 73  0
 1 14      0 304596   2904 29339568    0    0 53856 34128 15434 25213  4  4 15 77  0
 0 13      0 312732   2904 29275532    0    0 52968 48389 15290 25020  4  3 10 84  0
 0 15      0 316596   2904 29212988    0    0 54096 29100 18140 29531  5  4 16 76  0
 0 16      0 311672   2904 29162756    0    0 52960 45459 17048 29053  5  4 13 79  0
 0 16      0 306072   2904 29112336    0    0 52752 46503 17708 30317  5  5 19 72  0
 0 16      0 315120   2904 29049536    0    0 51184 41098 15089 24613  5  4 12 78  0
 1 15      0 312296   2912 28999228    0    0 51088 51086 17424 30325  5  4 20 71  0
 2 11      0 313672   2912 28943072    0    0 51616 41630 16128 27142  4  4 17 75  0
 1 15      0 309468   2912 28892960    0    0 51088 49570 18417 32854  5  4 17 73  0
 0 15      0 311104   2912 28837100    0    0 51360 47690 15049 25146  5  4 12 79  0
 0 12      0 313408   2912 28781128    0    0 51216 46291 16239 27954  4  4 10 81  0
 0 16      0 308992   2912 28731784    0    0 50720 54159 17245 29961  5  4 14 77  0
 0 16      0 312108   2912 28676232    0    0 51344 45693 15308 26310  4  4  8 84  0
 1 13      0 309220   2912 28633320    0    0 51680 41490 16792 29087  4  4 16 76  0
 2 15      0 312436   2912 28578080    0    0 51360 41597 14951 25044  5  4 20 71  0
 0 13      0 314308   2912 28522760    0    0 51408 45356 17553 30730  4  4 28 64  0
 1 13      0 309180   2912 28473204    0    0 52304 37012 15307 25676  4  3 15 77  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 13      0 316732   2912 28412160    0    0 51168 48588 18224 32583  5  4 20 71  0
 1 12      0 311500   2912 28363392    0    0 50864 56660 18488 32642  4  4 14 77  0
 0 11      0 312220   2912 28308452    0    0 51392 44129 20260 36484  6  5 16 74  0
 1 13      0 307308   2912 28260064    0    0 50304 63704 20234 37118  6  4 18 72  0
 0 16      0 313484   2912 28199516    0    0 51776 42062 17579 30271  5  4 17 75  0
 0 15      0 307740   2912 28150952    0    0 51952 44797 15650 26968  4  4 18 73  0
 0 16      0 313124   2912 28090924    0    0 52256 40684 17979 31738  5  4 10 81  0
 1 14      0 315716   2912 28036464    0    0 50720 65070 18354 32629  5  5 11 80  0
 1 13      0 313812   3064 27982588    0    0 51852 44497 20546 37809  6  5 13 76  0
 0 15      0 313804   3064 27929688    0    0 50816 60900 19501 35685  6  5 10 80  0
 1 14      0 312660   3064 27875964    0    0 51616 48666 21280 39006  5  4 12 78  0
 1 15      0 312804   3064 27822564    0    0 50928 60620 19781 35350  5  5 14 76  0
 1 13      0 311692   3064 27768492    0    0 51760 48314 18506 33252  5  5 13 78  0
 0 13      0 311784   3064 27716360    0    0 51040 53017 17830 31932  5  5 18 73  0
 1 12      0 312056   3064 27662476    0    0 50848 57075 21291 39739  6  6 13 75  0
 1 14      0 312100   3064 27610048    0    0 51440 48655 18903 34091  6  5 17 72  0
 0 15      0 313588   3064 27556480    0    0 52240 40318 17910 31823  4  5 15 76  0
 0 16      0 312044   3064 27503860    0    0 51392 52737 18627 34285  5  4  9 82  0
 0 13      0 308240   3064 27456724    0    0 48384 62673 18656 33653  6  5 19 71  0
 0 15      0 310384   3072 27404408    0    0 48896 31163 17239 30690  5  5 15 76  0
 2 14      0 313300   3072 27351764    0    0 46864 63859 18057 33662  6  5 16 73  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 16      0 309580   3072 27305124    0    0 47504 50124 18164 32807  5  4  9 82  0
 1 15      0 312196   3072 27253376    0    0 47248 56605 18290 33436  6  4 10 80  0
 2 16      0 314812   3072 27200576    0    0 47168 63158 17102 30702  5  4 14 77  0
 1 16      0 310620   3072 27153956    0    0 48336 47546 18270 32883  6  5 23 67  0
 0 16      0 313472   3072 27096332    0    0 47120 49587 20085 36389  6  5 13 76  0
 0 15      0 312184   3072 27044740    0    0 47984 52484 18431 33382  5  4 17 74  0
