procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 31583588   2828 118328    0    0  3052  3072   10    5 27  7 44 22  0
 2 10      0 31370092   2828 127868    0    0 217940  2848 45864 117079 30 10 23 37  0
 1 11      0 31335556   2828 130220    0    0 25540  1846 44974 96068 19  6 28 47  0
 4 11      0 31291660   2828 132472    0    0 25876  1838 44293 95769 19  4 30 47  0
 1 11      0 31235920   2828 134292    0    0 25328  1854 50085 110764 21  6 26 47  0
 1 11      0 31180924   2828 136264    0    0 25584  1972 43016 94212 19  5 28 49  0
 5 11      0 31127108   2828 137880    0    0 25040  1957 44632 96753 19  6 23 52  0
 1  8      0 31069312   2828 140520    0    0 24988  2049 46398 102897 20  5 24 50  0
 6 10      0 31013636   2872 142572    0    0 25168  1993 46496 100729 19  6 23 52  0
 1 11      0 30959944   2872 144800    0    0 24788  2071 50192 110740 22  6 20 51  0
 7 10      0 30904204   2872 146596    0    0 25008  2055 49899 109273 23  6 19 53  0
 2 10      0 30849952   2872 149212    0    0 24792  2054 50611 111629 22  6 21 50  0
 3 12      0 30795576   2872 151824    0    0 24592  2122 46856 102930 21  5 22 53  0
 3 12      0 30741388   2872 153756    0    0 24416  2231 54889 122449 25  7 21 47  0
 5 12      0 30688376   2872 156596    0    0 23896  2732 52064 114974 22  6 25 46  0
 3  5      0 30632884   2872 158480    0    0 24040  2292 54155 120438 25  6 22 47  0
 2 13      0 30578136   2872 161500    0    0 24484  2203 54202 120392 24  6 20 49  0
 5 11      0 30524380   2872 163116    0    0 24308  2215 55081 122100 24  6 22 48  0
 2  8      0 30470304   2872 166400    0    0 24332  2865 54520 121022 24  6 22 48  0
 1  8      0 30415184   2872 168520    0    0 24172  2231 59208 131607 26  7 18 49  0
 1 11      0 30359816   2880 171480    0    0 24428  2357 56356 126635 26  6 20 48  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 15      0 30305192   2880 174048    0    0 24388  2278 61317 136344 28  8 18 47  0
 7  7      0 30252492   2880 176116    0    0 23804  2402 57074 126830 26  7 22 46  0
 4  8      0 30198488   2880 178404    0    0 23488 24886 54949 121772 24  7 20 49  0
 3  8      0 30143740   2880 181356    0    0 23828  2366 59946 134781 27  7 18 47  0
 2 12      0 30089240   2880 183972    0    0 24196  2349 55792 123535 27  6 21 46  0
 6  5      0 30034492   2880 186604    0    0 23628  2404 60733 135528 27  7 21 46  0
 1  9      0 29980440   2880 189768    0    0 23876  2395 59563 132686 26  8 19 47  0
 3 11      0 29927524   2880 192036    0    0 23452  8184 60042 134374 28  7 21 44  0
 5  7      0 29873520   2880 194724    0    0 23704  2483 60687 137508 28  8 20 44  0
 3 10      0 29818400   2880 197568    0    0 23696  2442 63925 143795 29  8 18 44  0
 6  6      0 29764396   2880 200760    0    0 23536  2514 63356 143330 29  8 19 44  0
 4  9      0 29709524   2880 203120    0    0 23844  2513 66355 151341 30  8 18 43  0
 3  9      0 29655148   2888 206360    0    0 23420  2613 57063 127650 28  7 18 48  0
 7 10      0 29600524   2888 208496    0    0 23568  2523 61885 138379 28  8 19 45  0
